rank,iso3,priority_score,in_demo_set,is_large_importer,n_legacy,n_sourced,n_missing,n_fields_present,fully_legacy,fully_sourced,legacy_fields,demo_reason,importer_reason
18,DZA,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Algeria — major wheat importer
19,GBR,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,United Kingdom
20,IDN,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Indonesia — large wheat/soy importer
21,KOR,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,South Korea — major net food importer
22,MEX,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Mexico — major grain importer
23,MYS,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Malaysia
24,NGA,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Nigeria — large net food importer
25,PHL,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Philippines — largest rice importer
26,SAU,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Saudi Arabia — Gulf importer
27,THA,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Thailand
28,TUR,106,False,True,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,Turkey
29,BEL,105,False,True,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,Belgium — agri trade hub
30,DEU,105,False,True,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,Germany
31,ESP,105,False,True,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,Spain
32,ITA,105,False,True,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,Italy
33,POL,105,False,True,5,8,0,13,False,False,fdrs;c;f2030;exports;exportDests,,Poland
34,ABW,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
35,AND,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
36,ASM,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
37,BES,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
38,BMU,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
39,CYM,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
40,DMA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
41,FRO,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
42,FSM,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
43,GNQ,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
44,GRL,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
45,GUM,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
46,IMN,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
47,LIE,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
48,MAF,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
49,MCO,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
50,MNP,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
51,NIU,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
52,PLW,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
53,PRI,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
54,PSE,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
55,SMR,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
56,US-AK,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
57,US-AL,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
58,US-AR,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
59,US-AZ,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
60,US-CA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
61,US-CO,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
62,US-CT,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
63,US-DE,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
64,US-FL,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
65,US-GA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
66,US-HI,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
67,US-IA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
68,US-ID,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
69,US-IL,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
70,US-IN,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
71,US-KS,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
72,US-KY,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
73,US-LA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
74,US-MA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
75,US-MD,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
76,US-ME,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
77,US-MI,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
78,US-MN,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
79,US-MO,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
80,US-MS,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
81,US-MT,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
82,US-NC,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
83,US-ND,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
84,US-NE,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
85,US-NH,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
86,US-NJ,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
87,US-NM,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
88,US-NV,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
89,US-NY,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
90,US-OH,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
91,US-OK,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
92,US-OR,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
93,US-PA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
94,US-RI,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
95,US-SC,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
96,US-SD,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
97,US-TN,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
98,US-TX,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
99,US-UT,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
100,US-VA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
101,US-VT,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
102,US-WA,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
103,US-WI,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
104,US-WV,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
105,US-WY,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
106,VIR,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
107,XKX,13,False,False,13,0,0,13,True,False,fdrs;c;f2030;w;r;m;fi;net;imports;exports;exportDests;suppliers;supPct,,
108,BDI,12,False,False,12,1,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests;suppliers;supPct,,
109,BEN,12,False,False,12,1,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests;suppliers;supPct,,
110,ERI,12,False,False,12,1,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests;suppliers;supPct,,
111,MLI,12,False,False,12,1,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests;suppliers;supPct,,
112,SGP,12,False,False,12,1,0,13,False,False,fdrs;c;f2030;w;r;m;fi;imports;exports;exportDests;suppliers;supPct,,
113,TCD,12,False,False,12,1,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests;suppliers;supPct,,
114,TGO,12,False,False,12,1,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests;suppliers;supPct,,
115,CAF,10,False,False,10,3,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests,,
116,FJI,10,False,False,10,3,0,13,False,False,fdrs;c;f2030;w;r;m;fi;net;exports;exportDests,,
117,ATG,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
118,BHS,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
119,BRB,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
120,BRN,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;w;r;m;fi;exports;exportDests,,
121,COM,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
122,DJI,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
123,FIN,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;w;r;m;net;exports;exportDests,,
124,GRD,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
125,HTI,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
126,KIR,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
127,KNA,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
128,LCA,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
129,MHL,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
130,NCL,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
131,NRU,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
132,PYF,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
133,SLB,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
134,STP,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
135,SUR,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
136,SYC,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
137,TLS,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
138,TON,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
139,TTO,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
140,TUV,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
141,URY,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
142,VCT,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
143,VUT,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
144,WSM,9,False,False,9,4,0,13,False,False,fdrs;c;f2030;fi;imports;exports;exportDests;suppliers;supPct,,
145,AFG,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
146,AZE,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
147,BLR,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
148,BTN,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
149,BWA,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
150,CMR,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
151,COD,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
152,COG,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
153,CUB,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
154,ETH,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
155,GAB,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
156,GHA,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
157,GIN,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
158,GNB,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
159,IRQ,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
160,LAO,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
161,LBR,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
162,LBY,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
163,MKD,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
164,MNG,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
165,NPL,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
166,PNG,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
167,PRK,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
168,RWA,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
169,SEN,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
170,SLE,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
171,SLV,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
172,SRB,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
173,SWZ,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
174,SYR,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
175,TJK,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
176,TKM,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
177,TUN,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
178,TWN,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
179,TZA,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
180,UGA,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
181,UZB,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
182,VEN,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
183,ZAF,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
184,ZMB,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
185,ZWE,8,False,False,8,5,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests;suppliers;supPct,,
186,ROU,7,False,False,7,6,0,13,False,False,fdrs;c;f2030;exports;exportDests;suppliers;supPct,,
187,SVK,7,False,False,7,6,0,13,False,False,fdrs;c;f2030;exports;exportDests;suppliers;supPct,,
188,SVN,7,False,False,7,6,0,13,False,False,fdrs;c;f2030;exports;exportDests;suppliers;supPct,,
189,SWE,7,False,False,7,6,0,13,False,False,fdrs;c;f2030;exports;exportDests;suppliers;supPct,,
190,AGO,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
191,ALB,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
192,ARG,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
193,ARM,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
194,AUS,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
195,BFA,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
196,BHR,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
197,BIH,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
198,BLZ,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
199,BOL,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
200,CHL,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
201,CIV,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
202,COL,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
203,CPV,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
204,CRI,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
205,DOM,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
206,ECU,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
207,GEO,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
208,GMB,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
209,GTM,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
210,GUY,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
211,HKG,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
212,HND,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
213,ISR,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
214,JAM,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
215,JOR,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
216,KAZ,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
217,KEN,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
218,KGZ,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
219,KHM,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
220,KWT,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
221,LBN,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
222,LKA,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
223,LSO,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
224,MAC,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
225,MAR,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
226,MDA,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
227,MDG,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
228,MDV,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
229,MMR,6,False,False,6,7,0,13,False,False,fdrs;c;f2030;fi;exports;exportDests,,
